label,language
1.2,Italian
3,Italian
1.4,Italian
3,Italian
1.6,Italian
1.4,Italian
2.75,Italian
1.75,Italian
3.25,Italian
1.8,Italian
1,Italian
3.6,Italian
1.75,Italian
1.4,Italian
1.6,Italian
1.5,Italian
3.4,Italian
1,Italian
1.2,Italian
3.8,Italian
3,Italian
1,Italian
1.2,Italian
1.2,Italian
2.333333333,Italian
2.6,Italian
2.8,Italian
2.8,Italian
1.25,Italian
1.25,Italian
2.8,Italian
1.2,Italian
1.6,Italian
1,Italian
1,Italian
1.75,Italian
1.2,Italian
2,Italian
1.666666667,Italian
1.6,Italian
2,Italian
1.5,Italian
3,Italian
1,Italian
1.4,Italian
1.75,Italian
1.4,Italian
2.2,Italian
1,Italian
1,Italian
2.4,Italian
1.6,Italian
3.8,Italian
3.5,Italian
2.4,Italian
1.75,Italian
3.5,Italian
2.4,Italian
1,Italian
1,Italian
1.6,Italian
2.75,Italian
3,Italian
3.2,Italian
1.4,Italian
1,Italian
2,Italian
1.2,Italian
2.4,Italian
1.25,Italian
1.2,Italian
1.2,Italian
1.5,Italian
1.2,Italian
1.6,Italian
1.2,Italian
2.6,Italian
1.6,Italian
2,Italian
2.8,Italian
2.75,Italian
1.2,Italian
2.4,Italian
2,Italian
1,Italian
1,Italian
3.4,Italian
1.2,Italian
2.5,Italian
2.25,Italian
1.2,Italian
2.2,Italian
2,Italian
3,Italian
2.6,Italian
1,Italian
2,Italian
1.2,Italian
2.4,Italian
1,Italian
1,Italian
3,Italian
2.25,Italian
1.8,Italian
2,Italian
1.75,Italian
1.8,Italian
1.6,Italian
1,Italian
3,Italian
2.75,Italian
1,Italian
2.8,Italian
1.75,Italian
4.4,Italian
4,Italian
1,Italian
2.25,Italian
2,Italian
2.6,Italian
1,Italian
3.6,Italian
1,Italian
1,Italian
2.25,Italian
3.5,Italian
2.6,Italian
1,Italian
1.4,Italian
1.2,Italian
1,Italian
2.4,Italian
3.2,Italian
1.4,Italian
3.25,Italian
2.6,Italian
1.4,Italian
2.2,Italian
3.333333333,Italian
1.6,Italian
2,Italian
1.8,Italian
2.666666667,Italian
1.75,Italian
1.2,Italian
1.25,Italian
2.4,Italian
2.25,Italian
1.2,Italian
1,Italian
1,Italian
1.5,Italian
3.6,Italian
1.6,Italian
1.2,Italian
4,Italian
2,Italian
1.25,Italian
2.5,Italian
2.6,Italian
5,Italian
1.6,Italian
2.25,Italian
1,Italian
1,Italian
3,Italian
1.25,Italian
3.333333333,Italian
2.6,Italian
1,Italian
2.8,Italian
1.4,Italian
1,Italian
1.4,Italian
2.4,Italian
1.8,Italian
2.4,Italian
1.75,Italian
2.4,Italian
1.6,Italian
1.333333333,Italian
1.4,Italian
1.6,Italian
2.666666667,Italian
2.75,Italian
2,Italian
3.2,Italian
1.75,Italian
1,Italian
3.2,Italian
1.2,Italian
1.2,Italian
2.4,Italian
1,Italian
3,Italian
1.75,Italian
2.4,Italian
1.2,Italian
1,Italian
1.2,Italian
3.6,Italian
1,Italian
1,Italian
2.25,Italian
2.2,Italian
1.2,Italian
2.4,Italian
1,Italian
1.8,Italian
4.2,Italian
1.2,Italian
2.666666667,Italian
1,Italian
1.6,Italian
1,Italian
1,Italian
1,Italian
2.4,Italian
2.4,Italian
1,Italian
1,Italian
1.6,Italian
3,Italian
4.4,Italian
2.2,Italian
1,Italian
1.5,Italian
1,Italian
1,Italian
1,Italian
1.4,Italian
1.4,Italian
2.5,Italian
1.2,Italian
1,Italian
2.4,Italian
2,Italian
1,Italian
1.2,Italian
3.6,Italian
1.75,Italian
1,Italian
3.75,Italian
3.2,Italian
2.2,Italian
1.8,Italian
1.6,Italian
1.6,Italian
1,Italian
2,Italian
2,Italian
2.2,Italian
1,Italian
2.6,Italian
3,Italian
1.8,Italian
2.4,Italian
1.6,Italian
1.6,Italian
2.6,Italian
2.4,Italian
2.25,Italian
1.4,Italian
2,Italian
1.2,Italian
3,Italian
1,Italian
1.4,Italian
1.8,Italian
3.6,Italian
2.333333333,Italian
1,Italian
1.4,Italian
1.333333333,Italian
3,Italian
2.4,Italian
2.6,Italian
3,Italian
3.75,Italian
1.8,Italian
1.6,Italian
2,Italian
1,Italian
1.8,Italian
1.666666667,Italian
2,Italian
3,Italian
2.8,Italian
4.2,Italian
1.5,Italian
2.2,Italian
1.4,Italian
1.25,Italian
3.4,Italian
2,Italian
1.6,Italian
3,Italian
1.25,Italian
2.6,Italian
1.333333333,Italian
1.2,Italian
1,Italian
1.8,Italian
1.8,Italian
1.6,Italian
1.25,Italian
1.6,Italian
2.6,Italian
2,Italian
1.6,Italian
2.6,Italian
1.8,Italian
1.6,Italian
1,Italian
2,Italian
3.4,Italian
1,Italian
4.8,Italian
1.4,Italian
3.2,Italian
2.4,Italian
1.6,Italian
2.25,Italian
3.6,Italian
1,Italian
1.333333333,Italian
1,Italian
1.75,Italian
1.2,Italian
3,Italian
2.8,Italian
2.8,Italian
1.8,Italian
1.75,Italian
1,Italian
2.4,Italian
2.5,Italian
1,Italian
3,Italian
1,Italian
2.4,Italian
3,Italian
2.2,Italian
2.6,Italian
2.8,Italian
1.4,Italian
2,Italian
3,Italian
1,Italian
1.4,Italian
1,Italian
1.8,Italian
2.666666667,Italian
2.2,Italian
1.5,Italian
2.4,Italian
1.8,Italian
2.6,Italian
2.4,Italian
1.2,Italian
2.4,Italian
2.2,Italian
1,Italian
1,Italian
2.4,Italian
1,Italian
1,Italian
2,Italian
1.4,Italian
3.25,Italian
1.8,Italian
2,Italian
1.6,Italian
1.2,Italian
2,Italian
3.6,Italian
1,Italian
1.2,Italian
2.4,Italian
4,Italian
1,Italian
1.25,Italian
1.25,Italian
1.25,Italian
1.25,Italian
1.4,Italian
1,Italian
1.5,Italian
2,Italian
2,Italian
2.2,Italian
1.25,Italian
1.2,Italian
1.6,Italian
2.75,Italian
1,Italian
1.25,Italian
1,Italian
2.6,Italian
2.2,Italian
3.8,Italian
4.2,Italian
1.2,Italian
2.6,Italian
2.8,Italian
2.4,Italian
2.5,Italian
2.6,Italian
2.5,Italian
3,Italian
1.4,Italian
3.2,Italian
1.8,Italian
2.8,Italian
1.8,Italian
1.4,Italian
2.4,Italian
1.4,Italian
2,Italian
4.8,Italian
1.4,Italian
1.2,Italian
2.6,Italian
1,Italian
2,Italian
2.6,Italian
1.2,Italian
1.6,Italian
2.333333333,Italian
1,Italian
1.4,Italian
2.333333333,Italian
1.6,Italian
1,Italian
1.6,Italian
1.8,Italian
1.4,Italian
1.5,Italian
1,Italian
1.6,Italian
1.5,Italian
1.8,Italian
4,Italian
2,Italian
1,Italian
1.6,Italian
1.4,Italian
2.4,Italian
3,Italian
1.4,Italian
3,Italian
3.6,Italian
3.6,Italian
1.8,Italian
3,Italian
2.2,Italian
1,Italian
2.4,Italian
4,Italian
1.2,Italian
1.8,Italian
1,Italian
1,Italian
1.4,Italian
2.4,Italian
2.75,Italian
1.8,Italian
1.8,Italian
2.8,Italian
2,Italian
1.25,Italian
1,Italian
3,Italian
1.25,Italian
1.8,Italian
1.6,Italian
1.333333333,Italian
4.25,Italian
1,Italian
1.666666667,Italian
2,Italian
1,Italian
2.4,Italian
2.8,Italian
1.8,Italian
1.4,Italian
2.8,Italian
1,Italian
2.6,Italian
1.2,Italian
3.8,Italian
1.4,Italian
3,Italian
1.8,Italian
1.4,Italian
2.6,Italian
1.8,Italian
3,Italian
2.6,Italian
2.2,Italian
1.8,Italian
2,Italian
1.6,Italian
1.2,Italian
2,Italian
1.8,Italian
1,Italian
3,Italian
2.6,Italian
1.5,Italian
1.75,Italian
1,Italian
1.5,Italian
3.2,Italian
1.75,Italian
2,Italian
1,Italian
2,Italian
1.25,Italian
3,Italian
1,Italian
1,Italian
3.5,Italian
1.2,Italian
1,Italian
3.2,Italian
1.6,Italian
1,Italian
1.2,Italian
1.8,Italian
1.6,Italian
1.5,Italian
1.5,Italian
1.75,Italian
1.8,Italian
1.8,Italian
1.6,Italian
1.8,Italian
3.6,Italian
1.2,Italian
1,Italian
2.5,Italian
2.5,Italian
1,Italian
2.2,Italian
1,Italian
1.6,Italian
1.2,Italian
1,Italian
1,Italian
1.2,Italian
3,Italian
3.8,Italian
1.333333333,Italian
2,Italian
1.8,Italian
1,Italian
1.5,Italian
1.8,Italian
2.4,Italian
1,Italian
2.8,Italian
1,Italian
3.75,Italian
2.4,Italian
2.2,Italian
2.75,Italian
1.4,Italian
1.4,Italian
2,Italian
1.4,Italian
1,Italian
1.25,Italian
1,Italian
2.75,Italian
1.75,Italian
1.8,Italian
1.2,Italian
3,Italian
1.2,Italian
2,Italian
1.25,Italian
1,Italian
1.4,Italian
4.2,Italian
1.2,Italian
3,Italian
2.2,Italian
2.6,Italian
2.4,Italian
1.6,Italian
2.25,Italian
1.6,Italian
1,Italian
1.25,Italian
1,Italian
2.4,Italian
1.4,Italian
2.2,Italian
2,Italian
1.8,Italian
1,Italian
1.2,Italian
1.4,Italian
2.2,Italian
1.2,Italian
1.5,Italian
1.2,Italian
1.4,Italian
1.4,Italian
2,Italian
2.4,Italian
2.4,Italian
3,Italian
4,Italian
2.4,Italian
1.8,Italian
2,Italian
2.2,Italian
3.4,Italian
2.25,Italian
3.25,Italian
1,Italian
1.4,Italian
1.8,Italian
1,Italian
2,Italian
2.25,Italian
3,Italian
1.4,Italian
1,Italian
1,Italian
1.8,Italian
2.6,Italian
2.5,Italian
4.2,Italian
2.6,Italian
1.8,Italian
1,Italian
2,Italian
2.25,Italian
1.25,Italian
2.4,Italian
1.4,Italian
1.2,Italian
1.2,Italian
1.4,Italian
3.6,Italian
3.2,Italian
3,Italian
1.8,Italian
1,Italian
1.4,Italian
2.2,Italian
1.75,Italian
2,Italian
2.4,Italian
3,Italian
1.5,Italian
3.2,Italian
1,Italian
3,Italian
1.6,Italian
1.6,Italian
3.6,Italian
4.2,Italian
1.8,Italian
3,Italian
1.5,Italian
1,Italian
1.2,Italian
4,Italian
1.4,Italian
1.4,Italian
2,Italian
2,Italian
2.5,Italian
1.6,Italian
3.75,Italian
2.6,Italian
1,Italian
2.6,Italian
1,Italian
1,Italian
1.4,Italian
2.6,Italian
2,Italian
1.75,Italian
2.2,Italian
1,Italian
2.2,Italian
2.2,Italian
2,Italian
1.5,Italian
1.8,Italian
1.4,Italian
2,Italian
1.4,Italian
2,Italian
2,Italian
1.5,Italian
1,Italian
1,Italian
1,Italian
2,Italian
1.333333333,Italian
1,Italian
1.4,Italian
2.8,Italian
3.8,Italian
2,Italian
1.6,Italian
2.6,Italian
1.2,Italian
2.6,Italian
2,Italian
2,Italian
1.25,Italian
1,Italian
1.6,Italian
3,Italian
2,Italian
1.8,Italian
1.6,Italian
2.4,Italian
2,Italian
1,Italian
1,Italian
1.25,Italian
1.75,Italian
1,Italian
1,Italian
3.8,Italian
2,Italian
1,Italian
1.2,Italian
1.2,Italian
3,Italian
1.6,Italian
3.6,Italian
1,Italian
1.25,Italian
1.4,Italian
1,Italian
1.6,Italian
3.2,Italian
1.2,Italian
1.5,Italian
1.6,Italian
1.333333333,Italian
1,Italian
1,Italian
2,Italian
1,Italian
2.6,Italian
2.2,Italian
1.75,Italian
1,Italian
2.4,Italian
1.75,Italian
3.6,Italian
1,Italian
1.6,Italian
1.2,Italian
2.5,Italian
1.4,Italian
3.4,Italian
1,Italian
1.75,Italian
2,Italian
1,Italian
1.6,Italian
1.8,Italian
2.4,Italian
2.6,Italian
1.2,Italian
1.4,Italian
1.5,Italian
1.2,Italian
2,Italian
1.6,Italian
1.8,Italian
2.8,Italian
3.75,Italian
1.5,Italian
3,Italian
3.5,Italian
1,Italian
2.6,Italian
1,Italian
1.666666667,Italian
1.8,Italian
1.25,Italian
2.6,Italian
1.75,Italian
3,Italian
1.4,Italian
1.4,Italian
2.6,Italian
2,Italian
1.4,Italian
3.25,Italian
2,Italian
3.6,Italian
2.25,Italian
1.75,Italian
2,Italian
1,Italian
1.25,Italian
1,Italian
1,Italian
1.6,Italian
1.6,Italian
2.2,Italian
2.4,Italian
1,Italian
1,Italian
3,Italian
1.8,Italian
1,Italian
1.5,Italian
1.4,Italian
3.75,Italian
1.8,Italian
2.6,Italian
1.4,Italian
1.75,Italian
2.2,Italian
3.2,Italian
1,Italian
2,Italian
2,Italian
1,Italian
2,Italian
1,Italian
2,Italian
1,Italian
1,Italian
1.333333333,Italian
1,Italian
3.6,Italian
3,Italian
2.2,Italian
1.5,Italian
1,Italian
1,Italian
1,Italian
1.4,Italian
3.6,Italian
1.333333333,Italian
1.2,Italian
2,Italian
1.4,Italian
2,Italian
2.4,Italian
1.6,Italian
1.6,Italian
1,Italian
1.25,Italian
1.333333333,Italian
1,Italian
1.8,Italian
1,Italian
2,Italian
2.4,Italian
1,Italian
1.2,Italian
1,Italian
2.75,Italian
1,Italian
1.6,Italian
1,Italian
3,Italian
1.5,Italian
1.8,Italian
3.4,Italian
1,Italian
2,Italian
1.6,Italian
1.4,Italian
1.8,Italian
1,Italian
1,Italian
1,Italian
1.8,Italian
4,Italian
3.333333333,Italian
1,Italian
2,Italian
3.8,Italian
1,Italian
1,Italian
2.2,Italian
1,Italian
1,Italian
2.2,Italian
1.2,Italian
1.4,Italian
1.2,Italian
2.8,Italian
1.8,Italian
1.4,Italian
2,Italian
1.75,Italian
1,Italian
1,Italian
1.5,Italian
1,Italian
2.6,Italian
3.4,Italian
2,Italian
2,Italian
1.2,Italian
1.5,French
1.6,French
2.2,French
3,French
1.2,French
3.8,French
3.75,French
1.8,French
3,French
3.8,French
2.6,French
2.2,French
1.2,French
1.4,French
1.8,French
1.8,French
4,French
1,French
1.8,French
1.8,French
1.5,French
3,French
2,French
1.2,French
2.6,French
2.4,French
3.2,French
1,French
2.2,French
1,French
2.25,French
2.8,French
2.2,French
3.6,French
3,French
2.5,French
1.6,French
3.8,French
1,French
2.2,French
2,French
1.25,French
1.4,French
3.25,French
4.75,French
2,French
2,French
2.4,French
3,French
2.333333333,French
1.2,French
3,French
1.6,French
1,French
1.2,French
2.6,French
2,French
2.2,French
3.2,French
1,French
1,French
1.25,French
1.2,French
2.2,French
1.8,French
2.75,French
2,French
1.5,French
1,French
1.4,French
1.8,French
2.8,French
1,French
2.2,French
1,French
3.8,French
2.4,French
1.4,French
2,French
1.2,French
4.4,French
2.75,French
1,French
1.6,French
3.4,French
3.75,French
3.6,French
2.2,French
4.4,French
2.2,French
1.2,French
1.4,French
3.6,French
1.75,French
2.2,French
3.4,French
2.2,French
2,French
2,French
4.6,French
1.6,French
1.6,French
1.75,French
2.8,French
1.8,French
2.4,French
3.25,French
1,French
2.25,French
2.75,French
1.4,French
1.5,French
3.2,French
1.2,French
1.4,French
2.4,French
1.6,French
4,French
1.2,French
3.2,French
1.6,French
1.75,French
2.25,French
2,French
1.2,French
1.8,French
2.4,French
1.4,French
1,French
3,French
3.6,French
2,French
4.5,French
2.25,French
1,French
2.4,French
1.6,French
1.6,French
1,French
3.25,French
3,French
1.2,French
1,French
2,French
1,French
2,French
1,French
1.2,French
2.4,French
3.8,French
2.8,French
3.4,French
1.25,French
4.2,French
1.8,French
2,French
2.4,French
3.4,French
2,French
2,French
1,French
2.6,French
2.2,French
4.75,French
1.2,French
1,French
3.25,French
3.2,French
1.8,French
1.75,French
1,French
2.8,French
2,French
2.5,French
1.2,French
3,French
2.6,French
1.6,French
1,French
1.2,French
1.6,French
3.4,French
1.8,French
2,French
1.6,French
3,French
2.4,French
1.4,French
3.6,French
1.75,French
4.8,French
1.8,French
4.2,French
1,French
2.2,French
1.6,French
2.25,French
2.6,French
2.8,French
1.6,French
3,French
3,French
1.5,French
1.6,French
1,French
2.4,French
3.2,French
1,French
4,French
2.6,French
1.8,French
2.2,French
2.8,French
2.2,French
1.6,French
2.75,French
1.666666667,French
2.2,French
1.2,French
1.333333333,French
1,French
1,French
2.6,French
1,French
1,French
2,French
1.8,French
1.2,French
1.6,French
3,French
2.8,French
2.6,French
1.8,French
1.25,French
3.2,French
3.6,French
3.2,French
1,French
3.2,French
1.4,French
1,French
1,French
1.4,French
4.2,French
1.8,French
2.2,French
1,French
1.4,French
1.4,French
2.4,French
2.2,French
1.6,French
3,French
1,French
2.75,French
2.2,French
2.6,French
1.8,French
1.4,French
3.4,French
2.25,French
1.2,French
4.4,French
3,French
4.4,French
1,French
1,French
2.25,French
2,French
2.8,French
2.75,French
1.2,French
2.6,French
2.5,French
3,French
1.666666667,French
2.6,French
4.2,French
1.2,French
1.4,French
2.4,French
1,French
4.8,French
2.6,French
2.2,French
1.4,French
2.8,French
3.8,French
3.6,French
4.2,French
2,French
1.4,French
1.8,French
2.2,French
1,French
2.4,French
4,French
2.4,French
2,French
1.4,French
2.2,French
2.6,French
1.6,French
2.2,French
1.4,French
1,French
2.6,French
2.8,French
1,French
1.6,French
2.2,French
3,French
1.4,French
3.8,French
1,French
1,French
1,French
1.8,French
1.8,French
4,French
1.75,French
2.4,French
2.6,French
2.2,French
3.2,French
2.2,French
1.2,French
3,French
1.4,French
3,French
3.6,French
1,French
1.5,French
4.4,French
2.6,French
1.2,French
3,French
1.6,French
1.8,French
1.8,French
1.25,French
2.8,French
1.25,French
2,French
1.4,French
1.8,French
4.2,French
1.4,French
2,French
1.2,French
2.6,French
1,French
1.2,French
1.6,French
2.75,French
2,French
1.4,French
2.25,French
3.2,French
3.8,French
3.2,French
1.6,French
2.8,French
2,French
1.2,French
2.6,French
1.6,French
3,French
1.4,French
1.4,French
3.2,French
3.25,French
1.8,French
1,French
2.6,French
1,French
2.2,French
2.333333333,French
1.2,French
1.6,French
1.75,French
1.4,French
4,French
1.2,French
1,French
1.8,French
1.8,French
3.6,French
3,French
2.4,French
3,French
2.5,French
2.8,French
2.4,French
1,French
1.333333333,French
2.4,French
1.6,French
2.25,French
2,French
1.5,French
2.6,French
4.6,French
1.6,French
4.5,French
2.2,French
2,French
2.8,French
1.5,French
2.25,French
1,French
3.2,French
2.8,French
4.4,French
2.25,French
3.6,French
1.8,French
1,French
1.6,French
1,French
1,French
1.6,French
3.2,French
3.6,French
3.2,French
1.6,French
3.6,French
3.4,French
2.4,French
1.2,French
2.6,French
3.4,French
5,French
3.25,French
1.8,French
2,French
1,French
2.2,French
1.6,French
2,French
1,French
1.2,French
1,French
2.8,French
1.4,French
1.8,French
1,French
1,French
1,French
2,French
2.4,French
2.4,French
1.2,French
1,French
1.25,French
1,French
2.6,French
2.8,French
2.6,French
2.333333333,French
2.2,French
2.4,French
2.4,French
3,French
1.4,French
1.6,French
2.8,French
1.2,French
1,French
2.8,French
2,French
2.75,French
1.8,French
2.25,French
3.4,French
1.2,French
1,French
2.6,French
1.25,French
1.4,French
1.2,French
2.75,French
1.8,French
4.25,French
1.25,French
3,French
2.6,French
2.4,French
1.5,French
1.2,French
1,French
1.4,French
2.75,French
1,French
2.6,French
1.4,French
1.6,French
1.2,French
1.666666667,French
1.4,French
1.2,French
1.2,French
1.6,French
1.6,French
1,French
1,French
3.2,French
1.75,French
1,French
2,French
1.333333333,French
2.5,French
3.25,French
2.8,French
1.25,French
1.2,French
1.666666667,French
2.25,French
2.2,French
3.2,French
1,French
1.4,French
1.25,French
1.4,French
1.75,French
1.2,French
1.25,French
2.5,French
1.4,French
1.6,French
2.4,French
3.4,French
1,French
2.4,French
2.4,French
1.75,French
1,French
2.2,French
2.8,French
2.8,French
1,French
1.4,French
2.25,French
1.75,French
2.6,French
2.6,French
2.2,French
1.4,French
2,French
1,French
4,French
1.75,French
1.2,French
2,French
2.75,French
1.75,French
3,French
1.8,French
2.6,French
1,French
1.2,French
3,French
1,French
1.5,French
2.4,French
1.5,French
1,French
1.8,French
1,French
1,French
2,French
1.2,French
2,French
2.75,French
1.6,French
1.2,French
1.2,French
1.4,French
1.2,French
1,French
1,French
1,French
1,French
1.2,French
1,French
1.2,French
1.6,French
4.2,French
3.25,French
1,French
1.8,French
1.4,French
1.4,French
1.6,French
1.5,French
1.2,French
3,French
1.25,French
1.2,French
1.4,French
3,French
2.2,French
1.8,French
2,French
3,French
2,French
2,French
1,French
1.666666667,French
1,French
1.666666667,French
2.2,French
2.2,French
1.4,French
1.5,French
1.6,French
3.2,French
2.2,French
1.2,French
1.2,French
4.666666667,French
1.8,French
1.8,French
2.4,French
2,French
1,French
4,French
1,French
3.2,French
1.4,French
2,French
1.25,French
2.5,French
1.2,French
2.6,French
1,French
2.2,French
1,French
4,French
2,French
2,French
2,French
2,French
1.5,French
2.75,French
2,French
1.6,French
2.666666667,French
1.4,French
2,French
1.4,French
2.4,French
2.8,French
2,French
2.8,French
2,French
2.2,French
1.4,French
1.2,French
1.5,French
1.4,French
2.666666667,French
1.2,French
1.8,French
2.4,French
2.5,French
1.4,French
1.2,French
2.25,French
1.5,French
1.4,French
1.8,French
1.8,French
3.2,French
4.2,French
2.4,French
1.4,French
1,French
1,French
2.25,French
2,French
1.333333333,French
2,French
1.2,French
1.75,French
2.2,French
1.2,French
2,French
1,French
1,French
1,French
1,French
1.25,French
2.25,French
2.2,French
1,French
1,French
1,French
1,French
1.4,French
1.6,French
1.4,French
1,French
1,French
2.8,French
1,French
2.2,French
1.4,French
1.2,French
1.2,French
2,French
1,French
1.2,French
1,French
2.4,French
1.5,French
1.6,French
3.4,French
1.75,French
2.6,French
3.25,French
2.2,French
1,French
1.8,French
1,French
2.2,French
1,French
1,French
1.8,French
2,French
1.5,French
1.6,French
1,French
1.4,French
3.2,French
1.2,French
1.25,French
1.4,French
1.6,French
2.5,French
1,French
1.8,French
1.2,French
1.8,French
1.4,French
1.6,French
1,French
2,French
2.2,French
3.2,French
4.4,French
1,French
1.8,French
4,French
1.25,French
3.6,French
2,French
1,French
1.5,French
1.6,French
1.2,French
1,French
2,French
2.5,French
2,French
1.4,French
1,French
1,French
2.6,French
1.6,French
1,French
4.4,French
1,French
4.5,French
1.2,French
1.2,French
3.2,French
2.6,French
1.6,French
1.6,French
2.6,French
3.5,French
1.25,French
1.4,French
3.6,French
3,French
1.4,French
2.4,French
1,French
2,French
2,French
1.75,French
2,French
1,French
1.2,French
2.666666667,French
1,French
1.6,French
1,French
2.4,French
2.6,French
2.2,French
2,French
1,French
2.6,French
3.2,French
2.2,French
1.2,French
1.2,French
1.25,French
1,French
1.6,French
3,French
1,French
1.8,French
2.6,French
2.6,French
3,French
1.6,French
1.6,French
1.333333333,French
1.4,French
2.2,French
1.75,French
3.4,French
1.4,French
1.25,French
4.2,French
1.8,French
1.2,French
1,French
1,French
2.2,French
1.2,French
2.2,French
1,French
2.2,French
2.6,French
1.8,French
4,French
1.25,French
3,French
1.2,French
2.25,French
1.25,French
3.75,French
1.8,French
1.6,French
2,French
2.75,French
2.6,French
1.333333333,French
2.6,French
3.25,French
2.25,French
2.6,French
1.5,French
2,French
1.6,French
1.4,French
1.6,French
1,French
2,French
1.5,French
2.4,French
1,French
2,French
1.4,French
1.25,French
1,French
1.4,French
2.8,French
3,French
1.6,French
4.25,French
2,French
1,French
2,French
1.5,French
1.5,French
1.8,French
4,French
1.4,French
3,French
1,French
1.2,French
1,French
3.2,French
1.4,French
1.6,French
1.2,French
2.8,French
3.4,French
1.2,French
2.2,French
2.4,French
2.25,French
1.5,French
1.6,French
1,French
3.25,French
1,French
2.2,French
2.6,French
3.75,French
1.6,French
1.25,French
1.5,French
2.6,French
1,French
2.4,French
4.25,French
2.6,French
3.75,French
4,French
2.25,French
3.6,French
1.6,French
1,French
3,French
2,French
2.75,French
1.4,French
1.6,French
1.8,French
3.6,French
3.25,French
2,French
1.6,French
2.4,French
2.2,French
2.25,French
1,French
2.8,French
2.8,French
2.8,French
2.75,French
1.6,French
1.2,French
2.75,French
3.2,French
1.75,French
2,French
1.4,French
3.333333333,French
4.6,French
2,French
1,French
3.4,French
2.2,French
1.6,French
4.5,French
1,French
2,French
2.75,French
1.8,French
1,French
3,French
1.2,French
1.25,French
1,French
1.4,French
2.2,French
1.4,French
1.8,French
1.2,French
1.8,French
1.25,French
3.8,French
3.2,French
2.25,French
1,French
1,French
2.4,French
3.2,French
1.4,French
1.25,French
2,French
2,French
1.5,French
2.4,French
3.2,French
2,French
2,French
1.2,French
1.6,French
1.6,French
1.25,French
1.4,French
2,French
1.5,French
2.8,French
3.25,French
1.2,French
2,French
2,French
1.25,French
3.2,French
2.4,French
2.25,French
1.2,French
1,French
2.2,French
1,French
1.4,French
3,French
1.4,French
2.6,French
1,French
1,French
1.2,French
4.6,French
2.8,French
3.2,French
1.75,French
2.4,French
1.2,French
2.333333333,French
3.4,French
2.8,French
1.666666667,French
3.2,French
3.6,French
1,French
1.6,French
2.2,French
1.8,French
3,French
4.4,French
2.2,French
2,French
2.4,French
1.2,French
1,French
2.4,French
3.6,French
3,French
1.75,French
1.6,French
1.5,French
1.25,French
1.4,French
1.4,French
2.4,French
1,French
3,French
2.5,French
3,French
2.666666667,French
2,French
2.6,French
1,French
3.8,French
1.666666667,French
1,French
1.8,French
1.5,French
3,French
2.25,French
3.75,French
1.75,French
1.4,French
2,French
1,French
2.4,French
2,French
1.6,French
1.2,French
2,French
1.4,French
3,French
1.6,French
2,French
1.2,French
2.5,French
4.4,French
1,French
3.25,French
1.5,French
1.25,French
1,French
2,French
1.4,French
3.6,French
2.333333333,French
2,French
2,French
1.25,French
4,French
1.8,French
2,French
1,French
2.6,French
2,French
1,French
2.6,French
3.4,French
2,French
4.2,French
2,French
1.2,French
2.25,French
2.8,French
2.6,French
1.6,French
1.2,French
2.2,French
1.5,French
1,French
2.2,French
1,French
1,French
2,French
3.2,French
1.5,French
1,French
1,French
3.4,French
2,French
1,French
1.75,French
1,French
1,French
2,French
1.4,French
1.6,French
2.4,French
3.2,French
2.2,French
1.2,French
4.4,French
3,French
2.5,French
2.6,French
3.6,French
2.2,French
3.6,French
3,French
2.75,French
2.2,French
2,French
4.2,French
1.6,French
2.8,French
1.2,French
1.75,French
1,French
1,French
1.2,French
1,French
1,French
1.5,French
3.6,French
3.2,French
2,French
1,French
2.6,French
1.4,French
2.6,French
1,French
4.5,French
3.25,French
3,French
1.8,French
2.6,French
3,French
3.8,French
2,French
2.75,French
1.8,French
2,French
2.2,French
1,French
3.8,French
2.5,French
2.6,French
2,French
2,French
1.25,French
2.2,French
2.4,French
1.6,French
2.8,French
2.8,French
1,French
2,French
1.75,French
1,French
1.25,French
2,French
2,French
1.5,French
2,French
1.333333333,French
3.2,French
4.2,French
2.8,French
3.25,French
2.75,French
1.25,French
1,French
2.25,French
1.8,French
1.333333333,French
3,French
2.4,French
1.8,French
1,French
1.6,French
1.8,French
1,French
1.6,French
2,French
3.6,French
4,French
2.5,French
2.4,French
2.8,French
1.75,French
2.6,French
1.8,French
2.4,French
1.25,French
3.4,French
2,French
1.25,French
1.4,French
2.333333333,French
2.6,French
1.4,French
2,French
4,French
3.75,French
3.4,French
1,French
1,French
3.5,French
1.75,French
1.6,French
2.25,French
1,French
3.25,French
2,French
1.25,French
1.8,French
1.6,French
2.2,French
1.75,French
1.8,French
3.666666667,French
2.25,French
2.2,French
2.2,French
1,French
2,French
2,French
2,French
2.8,French
2,French
1.75,French
1,French
2.8,French
2.5,French
1,French
1.75,French
4.2,French
3.2,French
3,French
3.2,French
1.5,French
1,French
2,French
1,French
1.6,French
2,French
3.2,French
1.75,French
3.8,French
2,French
1.4,French
2.75,French
3,French
1.6,French
1.5,French
2,French
1.4,French
2.75,French
1,French
1.6,French
2.8,French
1,French
2,French
1.25,French
1,French
4,French
3.2,French
2.6,French
2.8,French
2.5,French
3.25,French
3.4,French
2,French
1,French
4.6,French
1,French
2,French
1.6,French
1.2,French
1.75,French
1.6,French
1.666666667,French
1.4,French
1,French
1,French
3.2,French
2.2,French
3.4,French
1,French
2.75,French
1.75,French
1.25,French
2,French
2,French
1,French
1.6,French
1,French
2.4,French
2,French
1.25,French
